geometry,code,obec,počet obyv.
"{""type"":""Polygon"",""coordinates"":[[[15.136898,49.220365],[15.13933,49.221187],[15.150604,49.221218],[15.166536,49.216085],[15.169259,49.203638],[15.149247,49.200671],[15.148187,49.19671],[15.133245,49.196535],[15.134222,49.189323],[15.120242,49.192795],[15.118786,49.200461],[15.120932,49.206753],[15.135761,49.208794],[15.136898,49.220365]]]}",561053,Bednáreček,181
"{""type"":""Polygon"",""coordinates"":[[[16.454382,49.449968],[16.444523,49.46021],[16.436855,49.473264],[16.440137,49.477449],[16.448216,49.472561],[16.449131,49.479988],[16.466109,49.475153],[16.474573,49.473261],[16.479189,49.4596],[16.475196,49.453029],[16.461839,49.446196],[16.454382,49.449968]]]}",581313,Bedřichov (BK),233
"{""type"":""Polygon"",""coordinates"":[[[15.222396,50.822022],[15.204333,50.812551],[15.19374,50.813178],[15.18511,50.809151],[15.166316,50.807112],[15.165962,50.80224],[15.153402,50.790542],[15.166581,50.781687],[15.158617,50.783376],[15.144794,50.779877],[15.127799,50.79103],[15.116698,50.789701],[15.112418,50.795085],[15.122865,50.806807],[15.129079,50.810606],[15.133292,50.825994],[15.142193,50.827093],[15.151999,50.8406],[15.16443,50.840897],[15.185735,50.832326],[15.188021,50.827602],[15.206525,50.833748],[15.215333,50.83228],[15.222396,50.822022]]]}",563536,Bedřichov (JN),363
"{""type"":""Polygon"",""coordinates"":[[[13.173194,49.343375],[13.174309,49.333091],[13.160991,49.325458],[13.15527,49.32511],[13.146466,49.347126],[13.152262,49.353211],[13.1697,49.349472],[13.173194,49.343375]]]}",541842,Běhařov,224
"{""type"":""Polygon"",""coordinates"":[[[16.082268,48.978596],[16.059418,48.966374],[16.042969,48.971937],[16.051628,48.989635],[16.045647,48.990914],[16.033507,49.003105],[16.04727,49.009046],[16.047487,49.01423],[16.061495,49.017669],[16.069486,49.012037],[16.078597,49.015369],[16.080526,49.010799],[16.098886,48.999185],[16.080246,48.99552],[16.069166,48.998128],[16.080474,48.991083],[16.082268,48.978596]]]}",593737,Běhařovice,373
"{""type"":""Polygon"",""coordinates"":[[[15.295591,50.287853],[15.268141,50.293019],[15.274638,50.303246],[15.283148,50.309491],[15.282772,50.31885],[15.288077,50.323214],[15.306223,50.32137],[15.312346,50.32123],[15.313855,50.307291],[15.317089,50.304651],[15.309971,50.29436],[15.295591,50.287853]]]}",572675,Běchary,268
"{""type"":""Polygon"",""coordinates"":[[[14.347113,50.442526],[14.351987,50.436668],[14.364725,50.436702],[14.366656,50.431865],[14.359426,50.428362],[14.370595,50.420088],[14.367222,50.418113],[14.37777,50.410585],[14.363259,50.406411],[14.324357,50.404466],[14.31486,50.415443],[14.31471,50.423117],[14.306542,50.423854],[14.31112,50.432957],[14.324561,50.443761],[14.329514,50.442021],[14.333603,50.450071],[14.347113,50.442526]]]}",564575,Bechlín,1 269
"{""type"":""Polygon"",""coordinates"":[[[14.418844,49.26787],[14.418866,49.285789],[14.404655,49.298349],[14.407622,49.304831],[14.402108,49.309759],[14.422327,49.311206],[14.420001,49.302772],[14.442757,49.300581],[14.456032,49.302535],[14.466441,49.311797],[14.458912,49.319827],[14.4726,49.317578],[14.467068,49.325961],[14.476739,49.32694],[14.478754,49.337321],[14.488818,49.333318],[14.485124,49.327337],[14.500905,49.31415],[14.503826,49.30622],[14.499526,49.301322],[14.492245,49.306386],[14.488923,49.298439],[14.473177,49.295167],[14.471144,49.288323],[14.459912,49.278954],[14.438287,49.276948],[14.428265,49.264194],[14.418844,49.26787]]]}",552054,Bechyně,5 016
"{""type"":""Polygon"",""coordinates"":[[[15.220419,49.747978],[15.222441,49.751842],[15.227767,49.757191],[15.238382,49.757517],[15.249069,49.763639],[15.254388,49.761066],[15.249872,49.754525],[15.257458,49.754054],[15.241353,49.742332],[15.241161,49.736995],[15.227787,49.742376],[15.220419,49.747978]]]}",573566,Bělá (HB),218
"{""type"":""Polygon"",""coordinates"":[[[18.11733,49.974539],[18.124442,49.979443],[18.132157,49.977358],[18.152386,49.98179],[18.154042,49.973602],[18.162633,49.963438],[18.140902,49.969026],[18.11733,49.974539]]]}",512974,Bělá (OP),661
"{""type"":""Polygon"",""coordinates"":[[[15.242283,49.305845],[15.244719,49.30769],[15.244734,49.308044],[15.246663,49.310271],[15.24664,49.31059],[15.250438,49.320698],[15.260696,49.318071],[15.273061,49.320492],[15.279828,49.315664],[15.26536,49.307761],[15.267631,49.302985],[15.264917,49.302558],[15.250486,49.302473],[15.242283,49.305845]]]}",561126,Bělá (PE),51
"{""type"":""Polygon"",""coordinates"":[[[15.466146,50.535426],[15.464839,50.526108],[15.439363,50.523816],[15.424984,50.533942],[15.420705,50.541189],[15.447363,50.556337],[15.463192,50.545327],[15.455645,50.541291],[15.466146,50.535426]]]}",576972,Bělá (SM),274
"{""type"":""Polygon"",""coordinates"":[[[12.74688,49.629702],[12.751929,49.61343],[12.763862,49.612166],[12.761711,49.597459],[12.776527,49.592836],[12.756694,49.584511],[12.763213,49.57937],[12.747728,49.577339],[12.746773,49.563248],[12.745298,49.560751],[12.71954,49.559777],[12.702589,49.554278],[12.691185,49.560612],[12.672976,49.563442],[12.664942,49.561789],[12.668623,49.55628],[12.646741,49.545518],[12.656866,49.541419],[12.649974,49.524007],[12.644238,49.523082],[12.637982,49.531314],[12.628636,49.527122],[12.602179,49.532545],[12.588584,49.538594],[12.594958,49.541841],[12.574094,49.559941],[12.571027,49.568969],[12.576724,49.586462],[12.564125,49.596881],[12.562271,49.609224],[12.576453,49.602709],[12.583229,49.604684],[12.599007,49.602377],[12.613045,49.592566],[12.625784,49.605375],[12.629835,49.595718],[12.637499,49.592613],[12.637963,49.585254],[12.661958,49.590198],[12.665677,49.597134],[12.678413,49.5956],[12.675551,49.600957],[12.686026,49.608268],[12.700224,49.605517],[12.704777,49.611685],[12.720137,49.60971],[12.739995,49.611516],[12.738954,49.618193],[12.729739,49.624963],[12.74688,49.629702]]]}",553441,Bělá nad Radbuzou,1 751
"{""type"":""Polygon"",""coordinates"":[[[16.508922,49.638884],[16.51844,49.631338],[16.511339,49.624492],[16.50003,49.627163],[16.476402,49.622939],[16.453198,49.626078],[16.451527,49.626459],[16.468453,49.642383],[16.469767,49.65257],[16.487284,49.660254],[16.500693,49.656589],[16.501888,49.644981],[16.508922,49.638884]]]}",572586,Bělá nad Svitavou,501
"{""type"":""MultiPolygon"",""coordinates"":[[[[14.82685,50.538413],[14.834919,50.53253],[14.847902,50.53265],[14.856378,50.525163],[14.879942,50.514547],[14.880164,50.514316],[14.893649,50.506592],[14.892991,50.497851],[14.883572,50.494692],[14.862912,50.497837],[14.851305,50.493043],[14.825617,50.482947],[14.820588,50.483205],[14.791452,50.490754],[14.788576,50.474585],[14.7836,50.463022],[14.779269,50.4603],[14.75919,50.465756],[14.753028,50.471398],[14.751514,50.490708],[14.761404,50.492874],[14.769333,50.501608],[14.760437,50.506447],[14.725852,50.517143],[14.726057,50.520254],[14.751476,50.516332],[14.758281,50.529679],[14.74931,50.547629],[14.750542,50.556887],[14.802436,50.550397],[14.82685,50.538413]]],[[[14.719211,50.498604],[14.720701,50.49186],[14.715169,50.478257],[14.704115,50.473494],[14.692421,50.480161],[14.68829,50.491737],[14.719211,50.498604]]]]}",535443,Bělá pod Bezdězem,4 792
"{""type"":""Polygon"",""coordinates"":[[[17.220372,50.102225],[17.187643,50.10781],[17.173987,50.118847],[17.157121,50.119902],[17.149129,50.128829],[17.149942,50.134466],[17.140979,50.138542],[17.136062,50.151283],[17.123919,50.156003],[17.115432,50.163576],[17.118011,50.168637],[17.112635,50.182142],[17.106804,50.186869],[17.109455,50.191443],[17.133568,50.209047],[17.146354,50.210729],[17.159371,50.207843],[17.167248,50.213902],[17.186154,50.211507],[17.201316,50.205443],[17.233519,50.197842],[17.227144,50.190951],[17.244906,50.187436],[17.252622,50.182779],[17.257989,50.171769],[17.27481,50.167087],[17.284992,50.173066],[17.281466,50.165351],[17.27268,50.160113],[17.258856,50.147476],[17.239471,50.14204],[17.243009,50.12776],[17.249387,50.121],[17.244272,50.114942],[17.220372,50.102225]]]}",523917,Bělá pod Pradědem,1 770
"{""type"":""Polygon"",""coordinates"":[[[16.62176,49.63328],[16.617656,49.635284],[16.625972,49.654371],[16.6428,49.664372],[16.649025,49.65308],[16.662178,49.650634],[16.65496,49.640312],[16.66667,49.631889],[16.664824,49.627885],[16.650655,49.618697],[16.636605,49.629041],[16.62176,49.63328]]]}",505391,Bělá u Jevíčka,355
"{""type"":""Polygon"",""coordinates"":[[[13.919297,49.479241],[13.900605,49.482493],[13.890581,49.481361],[13.885468,49.472541],[13.879435,49.472304],[13.885607,49.463412],[13.867158,49.460074],[13.864753,49.467384],[13.847023,49.474725],[13.862085,49.477419],[13.855616,49.490028],[13.846834,49.493394],[13.846437,49.493464],[13.845952,49.493498],[13.845605,49.493547],[13.845727,49.493282],[13.84575,49.493008],[13.846141,49.492752],[13.846162,49.49255],[13.847307,49.492129],[13.847251,49.491618],[13.847234,49.491132],[13.846657,49.490593],[13.846433,49.490301],[13.846291,49.490078],[13.846246,49.489982],[13.844873,49.489683],[13.844929,49.489869],[13.844995,49.490114],[13.83904,49.488503],[13.838429,49.488638],[13.838387,49.488265],[13.838242,49.488052],[13.8376,49.487943],[13.837401,49.487796],[13.836744,49.487507],[13.836155,49.487601],[13.833077,49.487841],[13.83251,49.487733],[13.830479,49.487045],[13.830432,49.487042],[13.829082,49.486693],[13.828806,49.486622],[13.828289,49.486316],[13.824114,49.481802],[13.8127,49.483137],[13.814932,49.488077],[13.814636,49.488144],[13.817814,49.493713],[13.817849,49.494263],[13.816308,49.495169],[13.816275,49.49528],[13.818141,49.497666],[13.818188,49.497805],[13.817971,49.497895],[13.817464,49.498106],[13.815571,49.499552],[13.815399,49.499843],[13.815375,49.499897],[13.815215,49.500084],[13.815744,49.500593],[13.81525,49.501377],[13.815351,49.501771],[13.815499,49.502177],[13.81558,49.502544],[13.815641,49.502746],[13.815642,49.502763],[13.815646,49.502911],[13.814445,49.50481],[13.814369,49.505813],[13.814401,49.505879],[13.804701,49.517629],[13.814375,49.518646],[13.823994,49.527102],[13.832962,49.518571],[13.834617,49.511049],[13.853605,49.513687],[13.863753,49.521525],[13.861281,49.524906],[13.881538,49.522805],[13.883334,49.513511],[13.901197,49.51405],[13.90588,49.506502],[13.917706,49.502408],[13.932067,49.501435],[13.943786,49.496199],[13.933177,49.49105],[13.929405,49.480419],[13.919297,49.479241]]]}",550817,Bělčice,986
"{""type"":""Polygon"",""coordinates"":[[[16.374697,49.428248],[16.367025,49.434489],[16.367704,49.448923],[16.378649,49.451983],[16.386603,49.44805],[16.39779,49.450373],[16.393638,49.442129],[16.388026,49.43023],[16.374697,49.428248]]]}",581321,Běleč (BI),191
"{""type"":""Polygon"",""coordinates"":[[[13.957512,50.048953],[13.937031,50.0506],[13.9329,50.066658],[13.939682,50.076981],[13.947389,50.079817],[13.963971,50.079199],[13.967887,50.082443],[13.995565,50.076422],[13.992295,50.064895],[14.003028,50.065561],[14.003583,50.048836],[14.013389,50.037428],[13.993117,50.031509],[13.982797,50.041975],[13.97047,50.044062],[13.970118,50.050551],[13.957512,50.048953]]]}",535010,Běleč (KD),326
"{""type"":""Polygon"",""coordinates"":[[[14.815652,49.551033],[14.836618,49.560871],[14.846401,49.572339],[14.850604,49.572565],[14.851823,49.559818],[14.858149,49.561443],[14.877463,49.557245],[14.867664,49.54802],[14.864026,49.534354],[14.853056,49.530747],[14.85637,49.538339],[14.845445,49.528933],[14.825169,49.530512],[14.819189,49.535995],[14.821068,49.542483],[14.803219,49.548069],[14.815652,49.551033]]]}",560448,Běleč (TA),203
"{""type"":""Polygon"",""coordinates"":[[[15.935108,50.204463],[15.943872,50.205884],[15.956876,50.204993],[15.965183,50.197519],[15.965556,50.190997],[15.99259,50.177173],[15.992276,50.1574],[15.964484,50.157584],[15.95006,50.163734],[15.941282,50.160236],[15.917121,50.170733],[15.927148,50.182087],[15.925035,50.204873],[15.935108,50.204463]]]}",569852,Běleč nad Orlicí,355
"{""type"":""Polygon"",""coordinates"":[[[17.316031,49.710385],[17.307298,49.701697],[17.328761,49.693421],[17.340226,49.69522],[17.347326,49.686331],[17.345418,49.681884],[17.358487,49.683775],[17.347471,49.681287],[17.349672,49.669604],[17.325968,49.658255],[17.29846,49.650138],[17.293262,49.659045],[17.306239,49.664358],[17.294915,49.69662],[17.302553,49.698554],[17.302346,49.70649],[17.316031,49.710385]]]}",500526,Bělkovice-Lašťany,2 309
"{""type"":""Polygon"",""coordinates"":[[[14.17606,50.126097],[14.191503,50.131603],[14.203855,50.132157],[14.224432,50.135169],[14.221268,50.125789],[14.209015,50.126021],[14.190128,50.127991],[14.17606,50.126097]]]}",532070,Běloky,184
"{""type"":""Polygon"",""coordinates"":[[[17.807624,49.624717],[17.817481,49.620391],[17.822156,49.613242],[17.838313,49.606226],[17.847942,49.589511],[17.833698,49.582208],[17.821134,49.583075],[17.813129,49.577087],[17.817038,49.557202],[17.78439,49.558416],[17.783609,49.559665],[17.76996,49.577355],[17.755109,49.583927],[17.759822,49.591557],[17.756931,49.598964],[17.766029,49.602909],[17.766596,49.616088],[17.778635,49.624686],[17.777702,49.633112],[17.787594,49.635374],[17.794683,49.628266],[17.807624,49.624717]]]}",512231,Bělotín,1 838
"{""type"":""Polygon"",""coordinates"":[[[17.463218,49.219718],[17.48049,49.227337],[17.49878,49.222455],[17.507063,49.209617],[17.496787,49.215858],[17.475773,49.208917],[17.474407,49.213996],[17.463218,49.219718]]]}",588318,Bělov,317
"{""type"":""Polygon"",""coordinates"":[[[15.324686,50.079549],[15.335292,50.068924],[15.333215,50.06052],[15.324241,50.059838],[15.321171,50.053395],[15.31181,50.059277],[15.302634,50.057639],[15.301389,50.064933],[15.311572,50.064509],[15.324686,50.079549]]]}",533190,Bělušice (KO),311
"{""type"":""Polygon"",""coordinates"":[[[13.765325,50.427307],[13.759876,50.437165],[13.752487,50.432988],[13.739269,50.436395],[13.738909,50.458457],[13.766196,50.465461],[13.772389,50.4639],[13.770014,50.448587],[13.781123,50.446024],[13.793739,50.440882],[13.790729,50.428549],[13.78334,50.426322],[13.765325,50.427307]]]}",567051,Bělušice (MO),216
"{""type"":""Polygon"",""coordinates"":[[[15.726588,50.32129],[15.731548,50.322075],[15.747763,50.318698],[15.750617,50.313423],[15.74784,50.308156],[15.735709,50.299118],[15.726256,50.297207],[15.721897,50.300155],[15.720506,50.305484],[15.725771,50.308109],[15.726588,50.32129]]]}",569861,Benátky (HK),121
"{""type"":""Polygon"",""coordinates"":[[[16.313085,49.845951],[16.315458,49.857504],[16.35191,49.861913],[16.359562,49.853391],[16.352767,49.846899],[16.323271,49.84601],[16.313025,49.843258],[16.313085,49.845951]]]}",577774,Benátky (SY),378
"{""type"":""Polygon"",""coordinates"":[[[14.888421,50.259519],[14.871042,50.255595],[14.860338,50.265444],[14.850638,50.263697],[14.828838,50.266477],[14.825297,50.25871],[14.815903,50.262947],[14.812687,50.25768],[14.804849,50.260173],[14.808591,50.265268],[14.79177,50.272348],[14.802427,50.27327],[14.799192,50.27815],[14.783135,50.285802],[14.783593,50.292759],[14.801172,50.299545],[14.821505,50.303702],[14.83064,50.319099],[14.849809,50.31706],[14.853103,50.312607],[14.88804,50.305301],[14.894855,50.299385],[14.903694,50.294027],[14.903262,50.287666],[14.90564,50.282382],[14.891277,50.281744],[14.876233,50.285577],[14.87772,50.27847],[14.889553,50.263583],[14.888421,50.259519]]]}",535451,Benátky nad Jizerou,7 459
"{""type"":""Polygon"",""coordinates"":[[[15.530148,50.670734],[15.540798,50.677499],[15.56241,50.680314],[15.565222,50.680088],[15.571202,50.660396],[15.583914,50.652684],[15.565809,50.638781],[15.535888,50.635615],[15.530286,50.629191],[15.517389,50.628137],[15.512922,50.633064],[15.516079,50.642083],[15.510581,50.648327],[15.52333,50.650483],[15.529654,50.65697],[15.524424,50.664715],[15.530148,50.670734]]]}",576981,Benecko,1 096
"{""type"":""Polygon"",""coordinates"":[[[16.813528,49.535949],[16.83298,49.532324],[16.822279,49.529104],[16.814043,49.53173],[16.801473,49.524017],[16.804641,49.512212],[16.787675,49.509589],[16.790722,49.506566],[16.784463,49.496915],[16.768889,49.493893],[16.756175,49.495862],[16.753524,49.507778],[16.756891,49.51052],[16.746584,49.51812],[16.774097,49.518981],[16.774214,49.526091],[16.767113,49.542032],[16.770682,49.543073],[16.79324,49.534305],[16.813528,49.535949]]]}",581330,Benešov (BK),650
"{""type"":""Polygon"",""coordinates"":[[[14.732961,49.809256],[14.72978,49.80547],[14.746302,49.796823],[14.765582,49.79535],[14.771001,49.792069],[14.76141,49.788398],[14.764376,49.782077],[14.749304,49.770393],[14.741819,49.768925],[14.718996,49.773271],[14.709492,49.765364],[14.713169,49.756471],[14.707927,49.75142],[14.697642,49.754217],[14.673207,49.756029],[14.67234,49.769768],[14.650057,49.769698],[14.632732,49.760621],[14.624394,49.7606],[14.62312,49.766008],[14.620614,49.773876],[14.643415,49.777966],[14.644907,49.780517],[14.647642,49.790559],[14.665276,49.793884],[14.663882,49.807527],[14.64758,49.806349],[14.638933,49.801426],[14.62647,49.79758],[14.616417,49.804893],[14.6166,49.813615],[14.644692,49.81862],[14.65048,49.827489],[14.660271,49.827707],[14.669495,49.821849],[14.667812,49.816786],[14.698041,49.808825],[14.703717,49.815916],[14.722939,49.807847],[14.732961,49.809256]]]}",529303,Benešov (BN),16 758
"{""type"":""Polygon"",""coordinates"":[[[14.549728,48.752681],[14.562835,48.760274],[14.576524,48.755735],[14.58289,48.765967],[14.59868,48.76158],[14.600811,48.772001],[14.595029,48.776801],[14.620763,48.78003],[14.619484,48.776395],[14.634225,48.76613],[14.637968,48.758698],[14.651517,48.749668],[14.654185,48.742299],[14.669273,48.743555],[14.67634,48.733137],[14.679198,48.722387],[14.687235,48.720008],[14.686882,48.7277],[14.693568,48.734122],[14.706226,48.734101],[14.693478,48.729029],[14.691558,48.720784],[14.696317,48.717178],[14.694187,48.702399],[14.679584,48.700925],[14.67148,48.694902],[14.67287,48.68723],[14.683288,48.682136],[14.677141,48.677577],[14.668226,48.680832],[14.660451,48.695204],[14.654557,48.699974],[14.648301,48.695927],[14.645313,48.703397],[14.625529,48.698162],[14.608781,48.698369],[14.604907,48.706099],[14.5958,48.710732],[14.591755,48.725577],[14.582597,48.724055],[14.555371,48.728355],[14.559897,48.738226],[14.545585,48.745793],[14.549728,48.752681]]]}",545406,Benešov nad Černou,1 458
"{""type"":""Polygon"",""coordinates"":[[[14.306567,50.73241],[14.308771,50.736703],[14.280928,50.734248],[14.290292,50.739002],[14.289977,50.745596],[14.276225,50.747058],[14.269675,50.759437],[14.276456,50.762673],[14.287372,50.765749],[14.292436,50.76292],[14.309721,50.764322],[14.329713,50.745741],[14.324158,50.741831],[14.314939,50.732271],[14.31921,50.725245],[14.306567,50.73241]]]}",562351,Benešov nad Ploučnicí,3 682
"{""type"":""Polygon"",""coordinates"":[[[15.376367,50.599209],[15.36757,50.594916],[15.360336,50.600529],[15.354918,50.605467],[15.360792,50.618777],[15.373166,50.625096],[15.385634,50.622972],[15.384918,50.617697],[15.395219,50.610797],[15.380866,50.60255],[15.382174,50.596379],[15.376367,50.599209]]]}",576999,Benešov u Semil,854
